,NomeParlamentar,Partido,datEmissao,ValorLiquido,TipoDespesa
320,Fábio Trad,PSD,01/03/20,"35,46",SERVIÇOS POSTAIS
321,Fábio Trad,PSD,01/03/21,"650,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
322,Fábio Trad,PSD,01/03/21,"760,8","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL."
323,Fábio Trad,PSD,01/03/21,"167,12",SERVIÇOS POSTAIS
324,Fábio Trad,PSD,01/04/19,"877,73",COMBUSTÍVEIS E LUBRIFICANTES.
325,JUNIOR CORINGA,PSD,01/04/19,"231,02",COMBUSTÍVEIS E LUBRIFICANTES.
326,Fábio Trad,PSD,01/04/19,"3500,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
327,Fábio Trad,PSD,01/04/19,"8700,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
328,Fábio Trad,PSD,01/04/19,"368,15",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
329,JUNIOR CORINGA,PSD,01/04/19,"156,74",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
330,Fábio Trad,PSD,01/04/19,"450,0",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
331,Fábio Trad,PSD,01/04/19,"999,39",PASSAGEM AÉREA - REEMBOLSO
332,Fábio Trad,PSD,01/04/19,"5577,83",PASSAGEM AÉREA - RPA
333,JUNIOR CORINGA,PSD,01/04/19,"773,57",PASSAGEM AÉREA - RPA
334,Fábio Trad,PSD,01/04/19,"60,0","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO"
335,Fábio Trad,PSD,01/04/19,"249,91000000000003",SERVIÇOS POSTAIS
336,Fábio Trad,PSD,01/04/19,"155,0",TELEFONIA
337,Fábio Trad,PSD,01/04/20,"650,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
338,Fábio Trad,PSD,01/04/20,"68,16",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
339,Fábio Trad,PSD,01/04/20,"273,94",SERVIÇOS POSTAIS
340,Fábio Trad,PSD,01/04/21,"650,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
341,Fábio Trad,PSD,01/04/21,"73,96000000000001",SERVIÇOS POSTAIS
342,Fábio Trad,PSD,01/05/19,"506,40999999999997",COMBUSTÍVEIS E LUBRIFICANTES.
343,JUNIOR CORINGA,PSD,01/05/19,"100,0",COMBUSTÍVEIS E LUBRIFICANTES.
344,Fábio Trad,PSD,01/05/19,"10500,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
345,Fábio Trad,PSD,01/05/19,"8850,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
346,Fábio Trad,PSD,01/05/19,"429,4",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
347,Fábio Trad,PSD,01/05/19,"260,0","HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL."
348,Fábio Trad,PSD,01/05/19,"7276,67",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
349,Fábio Trad,PSD,01/05/19,"19896,28",PASSAGEM AÉREA - RPA
350,Fábio Trad,PSD,01/05/19,"101,56","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO"
351,Fábio Trad,PSD,01/05/19,"193,83",SERVIÇOS POSTAIS
352,Fábio Trad,PSD,01/05/20,"1150,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
353,Fábio Trad,PSD,01/05/20,"68,16",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
354,Fábio Trad,PSD,01/05/20,"10700,0",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
355,Fábio Trad,PSD,01/05/20,"170,26",SERVIÇOS POSTAIS
356,Fábio Trad,PSD,01/05/21,"650,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
357,Fábio Trad,PSD,01/05/21,"1641,92",PASSAGEM AÉREA - REEMBOLSO
358,Fábio Trad,PSD,01/05/21,"98,77",SERVIÇOS POSTAIS
359,Fábio Trad,PSD,01/05/21,"2,09",TELEFONIA
360,Fábio Trad,PSD,01/06/19,"671,08",COMBUSTÍVEIS E LUBRIFICANTES.
361,JUNIOR CORINGA,PSD,01/06/19,"102,0",COMBUSTÍVEIS E LUBRIFICANTES.
362,Fábio Trad,PSD,01/06/19,"13350,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
363,Fábio Trad,PSD,01/06/19,"177,31",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
364,Fábio Trad,PSD,01/06/19,"1600,0",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
365,Fábio Trad,PSD,01/06/19,"5183,55",PASSAGEM AÉREA - RPA
366,Fábio Trad,PSD,01/06/19,"40,0","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO"
367,Fábio Trad,PSD,01/06/19,"136,63",SERVIÇOS POSTAIS
368,Fábio Trad,PSD,01/06/20,"650,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
369,Fábio Trad,PSD,01/06/20,"121,16999999999999",SERVIÇOS POSTAIS
370,Fábio Trad,PSD,01/06/21,"650,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
371,Fábio Trad,PSD,01/06/21,"300,96000000000004",SERVIÇOS POSTAIS
372,Fábio Trad,PSD,01/07/19,"454,61",COMBUSTÍVEIS E LUBRIFICANTES.
373,JUNIOR CORINGA,PSD,01/07/19,"50,0",COMBUSTÍVEIS E LUBRIFICANTES.
374,Fábio Trad,PSD,01/07/19,"6750,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
375,Fábio Trad,PSD,01/07/19,"28,49",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
376,Fábio Trad,PSD,01/07/19,"11969,93",PASSAGEM AÉREA - RPA
377,JUNIOR CORINGA,PSD,01/07/19,"773,57",PASSAGEM AÉREA - RPA
378,Fábio Trad,PSD,01/07/19,"92,38","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO"
379,Fábio Trad,PSD,01/07/19,"82,15",SERVIÇOS POSTAIS
380,Fábio Trad,PSD,01/07/20,"3650,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
381,Fábio Trad,PSD,01/07/20,"226,31",SERVIÇOS POSTAIS
382,Fábio Trad,PSD,01/07/21,"2350,0",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
383,Fábio Trad,PSD,01/07/21,"227,75",SERVIÇOS POSTAIS
384,Fábio Trad,PSD,01/08/19,"423,57",COMBUSTÍVEIS E LUBRIFICANTES.
385,Fábio Trad,PSD,01/08/19,"3500,0","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS."
386,Fábio Trad,PSD,01/08/19,"9650,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
387,Fábio Trad,PSD,01/08/19,"422,77",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
388,JUNIOR CORINGA,PSD,01/08/19,"95,41",FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR
389,Fábio Trad,PSD,01/08/19,"185,25",MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR
390,Fábio Trad,PSD,01/08/19,"12182,24",PASSAGEM AÉREA - RPA
391,JUNIOR CORINGA,PSD,01/08/19,"1678,98",PASSAGEM AÉREA - RPA
392,Fábio Trad,PSD,01/08/19,"292,86","SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO"
393,Fábio Trad,PSD,01/08/20,"204,17",COMBUSTÍVEIS E LUBRIFICANTES.
394,Fábio Trad,PSD,01/08/20,"2650,0",DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.
